Absolute Magnitude,Est Dia in KM(max),Relative Velocity km per sec,Miss Dist.(lunar),Orbit Uncertainity,Minimum Orbit Intersection,Eccentricity,Semi Major Axis,Inclination,Asc Node Longitude,Perihelion Distance,Mean Anomaly,Hazardous
19.9,0.622357573,16.53824927,144.8878479,0,0.00632801,0.200158668,1.225054256,23.76674096,157.1413506,0.979849028,196.5243824,TRUE
27.4,0.019680675,7.339140833,27.64424133,7,0.00184403,0.221635471,1.149622484,7.430785915,330.7831998,0.894825363,144.1965902,FALSE
23.9,0.098637028,10.59959371,153.0773468,5,0.110326,0.225484982,1.408325756,8.113962312,158.2260558,1.090769447,164.5618703,FALSE
26.9,0.024776501,22.82462864,183.9830933,7,0.00602602,0.29973327,0.841631581,10.27694003,171.1772581,0.589366594,87.33995138,FALSE
21.424,0.30848921,20.37422233,87.28419495,6,0.0890355,0.147884621,1.235912133,39.4070151,356.5439055,1.053139736,90.33855226,FALSE
17.3,2.060819612,22.96034994,33.73910141,0,0.0591071,0.776643889,2.263196034,9.064507174,352.6914108,0.505498665,191.4543291,FALSE
26.5,0.029787906,7.516462188,91.82387543,1,0.00576149,0.013948498,0.988667858,4.3209082,264.4056022,0.974877427,58.24402434,FALSE
18.8,1.032856481,21.53473449,181.8480988,1,0.264451,0.44459978,2.250574629,40.07490632,190.8023227,1.249969645,217.6120228,FALSE
28.15,0.013932851,13.59223294,125.5919037,4,4.42E-05,0.145894028,1.033210408,3.174319581,10.44411033,0.882471179,224.3796114,FALSE
20.8,0.411187571,8.187885954,148.8379059,2,0.0497576,0.296206129,1.052079403,7.906473496,128.8405408,0.740447036,109.0655767,TRUE
25.6,0.045085821,14.09120316,104.6294403,7,0.024568,0.198610407,0.863323089,15.29060134,18.6394879,0.691858139,197.2654368,FALSE
25.4,0.049435619,11.19950105,90.58609009,5,0.0053862,0.177454625,0.869336432,1.867798491,150.0050897,0.715068661,114.0409109,FALSE
19.4,0.783501764,9.304865523,14.09803963,1,0.0215286,0.12904386,1.061197121,15.08972042,215.4436355,0.924256148,301.4816145,TRUE
21,0.375007522,26.05388051,155.8501129,1,0.175606,0.545844028,1.487152225,10.42495329,114.7292731,0.675399064,144.3317647,FALSE
20.9,0.392681082,19.26861257,170.8631744,0,0.0337336,0.523263109,1.182148765,23.2772054,65.77208246,0.563573927,164.4894217,TRUE
19.4,0.783501764,9.304865524,14.09803963,1,0.020437,0.129015347,1.061191066,15.09000476,215.4428313,0.924281133,121.7908146,TRUE
18.9,0.986370281,14.34253068,88.27320862,0,0.00433054,0.532484748,2.104018122,8.168524524,299.0216816,0.983660562,104.1327876,TRUE
24,0.094197631,10.84353509,119.7789612,3,0.0666464,0.247374753,0.935217007,7.02845027,204.1993483,0.703867931,247.6041478,FALSE
21.494,0.298703271,15.67869704,75.76731873,5,0.0739088,0.383885058,0.874062218,10.86837596,100.3027573,0.538522793,38.25533,FALSE
17.4,1.968067451,36.90278723,120.2331619,0,0.0508661,0.563978044,1.723590508,53.82827282,38.98727038,0.751523304,325.3972972,FALSE
22.1,0.225964377,15.79708507,71.36611938,0,0.0549144,0.153836991,1.157817149,31.04245161,49.31999677,0.979702043,267.2300401,FALSE
21.6,0.284472297,20.28945338,79.15582275,0,0.0812573,0.476510033,1.253468714,5.800925368,191.2587797,0.656178296,281.3684519,FALSE
20.5,0.472106499,19.85485062,58.22872543,1,0.117551,0.5265427,0.896338941,20.13021458,38.7816058,0.424378215,27.86736523,FALSE
21,0.375007522,24.71825521,133.2619476,2,0.00215466,0.53324626,1.653696613,7.502275136,74.49124208,0.771869078,153.2259945,TRUE
22.2,0.215794305,11.39660227,90.96328735,1,0.0499383,0.498869693,1.100327267,10.78773208,16.98040476,0.551407341,165.1195034,FALSE
20.6,0.450858206,15.45541989,42.66315079,7,0.0947896,0.490849799,1.661650553,22.13016643,72.21757892,0.846029713,170.8032502,FALSE
24.4,0.078350176,14.68517642,150.5649719,0,0.021176,0.189682932,1.233608012,5.565071113,215.9032878,0.999613628,121.6788611,FALSE
18.8,1.032856481,19.53617081,134.9517975,2,0.0613713,0.591282536,2.269587545,28.17732241,95.20300055,0.927620066,189.5306371,FALSE
25.8,0.041118757,4.823898633,156.2949677,6,0.00120536,0.350066433,1.365936091,0.654497157,214.1302323,0.887767716,313.2636057,FALSE
24.3,0.082042707,11.50824853,10.0598774,7,0.0222117,0.202625296,1.253655419,20.00369553,256.4453283,0.999633119,285.6728098,FALSE
19.6,0.714562102,18.33273398,138.1391144,0,0.0142281,0.234803202,1.187057032,27.42819291,91.30172769,0.908332239,349.2002761,TRUE
26.2,0.034201093,7.92636157,63.32932663,6,0.00634687,0.119756633,1.12660195,6.507326871,242.5828956,0.991683894,301.1588143,FALSE
20.8,0.411187571,19.66727897,142.5784149,1,0.113249,0.299153918,0.912717017,21.03334898,87.57392832,0.639674145,278.3844048,FALSE
19.6,0.714562102,18.33270757,138.1387329,0,0.014981,0.234770561,1.187075903,27.42934757,91.29622834,0.908385427,141.6139707,TRUE
20.616,0.447548369,17.48135593,125.9149094,5,0.317486,0.405478939,1.062613441,29.97955176,280.3174925,0.63174607,194.9409037,FALSE
17.5,1.879489824,16.12549274,117.0762024,0,0.0636542,0.548401882,2.306718529,3.246143241,213.2863018,1.041709746,112.3129187,FALSE
22,0.23661375,13.47523501,25.52614403,7,0.0589302,0.309772347,1.150231298,20.0186282,268.096334,0.79392145,318.6663284,FALSE
23,0.149293183,4.331719159,36.67293549,5,0.0949569,0.231820931,1.438387666,7.096661498,253.4295183,1.104939299,309.8889443,FALSE
21.5,0.297879063,16.93829897,119.9722748,4,0.0738937,0.526147419,2.161978056,4.440911302,237.8567753,1.024458882,348.3639763,FALSE
16.5,2.978790628,13.11454201,17.93157959,0,0.0436453,0.339979716,0.753184434,24.92729628,272.692819,0.497117004,204.1265053,TRUE
20.2,0.542050786,11.0655789,190.2953033,0,0.0270542,0.461492035,1.087142229,18.28352143,246.7509553,0.585434749,310.1782421,TRUE
27.1,0.022596438,12.55217618,47.37631989,1,0.00108035,0.388447279,0.830728068,5.059664077,166.1544806,0.50803401,338.7787407,FALSE
27.2,0.021579431,12.52653474,145.2808228,7,0.00396247,0.360124157,0.929745407,0.49522171,323.4926065,0.594921626,281.3559795,FALSE
21.571,0.288296904,12.83532762,123.2814102,5,0.119136,0.294842974,1.498548587,6.801303326,56.16673209,1.056712065,19.03910494,FALSE
18.7,1.081533507,24.36345562,176.5213623,0,0.00197078,0.492126625,1.694978563,7.839116849,326.9024686,0.860834483,36.11013318,TRUE
20.6,0.450858206,8.953169059,53.80070114,0,0.0355235,0.412094837,0.913852028,5.208499322,205.242573,0.537258325,330.2984546,TRUE
18.1,1.425738833,15.59463771,150.6100616,0,0.243876,0.392904405,1.907178251,19.80151512,90.67146973,1.157839515,138.6044237,FALSE
19.5,0.748238376,31.60773533,160.6244354,0,0.00803028,0.537495151,1.854462055,38.50091553,124.7942813,0.857697693,264.9401354,TRUE
18.7,1.081533507,32.18140575,92.62763977,0,0.22291,0.79075696,1.064507658,43.56115448,276.4541322,0.222740818,18.81210234,FALSE
18.7,1.081533507,32.18140589,92.62762451,0,0.22291,0.790756969,1.064507658,43.56115504,276.4541315,0.222740809,18.81210291,FALSE
20.1,0.567596853,18.51752548,124.9118729,0,0.14088,0.247696643,1.376451096,37.22407109,106.1303161,1.035508781,324.390888,FALSE
20.1,0.567596853,31.12855633,186.6299286,1,0.00799405,0.607312702,1.733869194,0.920945054,317.3928578,0.680868408,265.8872187,TRUE
20.2,0.542050786,18.51751945,124.9124985,0,0.141147,0.247647176,1.376501612,37.22279207,106.124859,1.035614874,208.5269511,FALSE
19.7,0.682401509,26.34786713,144.6731262,1,0.200346,0.436416168,1.895561585,40.75589996,296.3182957,1.068307863,158.076077,FALSE
16.7,2.716689341,20.29179925,158.2834473,0,0.256265,0.707411423,2.016449151,15.95128044,168.5299865,0.589989988,255.405256,FALSE
17.9,1.563291544,15.34221967,172.4433136,0,0.0451383,0.2780788,1.189569735,30.12254061,292.475757,0.858775611,308.879961,TRUE
23.7,0.108153351,9.830749452,127.0862808,6,0.0752783,0.222717159,0.925365007,13.08284558,359.7151699,0.719270342,325.6108651,FALSE
20.3,0.517654482,15.41407222,187.3246002,2,0.0449381,0.271073411,0.752153136,19.19763083,358.6587801,0.54826442,296.4561445,TRUE
20.7,0.430566244,14.69930803,115.9065018,0,0.143015,0.249441069,1.310034736,14.9755113,119.3113638,0.983258271,217.1735398,FALSE
17.5,1.879489824,21.25585067,118.7402191,0,0.0197173,0.574960298,2.237486606,16.14284854,116.8191316,0.951020639,226.7028231,TRUE
20.3,0.517654482,19.8486346,188.1127167,0,0.122189,0.256806994,1.367546505,37.36069361,118.9617954,1.016350997,221.1766294,FALSE
24.1,0.089958039,9.509879717,15.21126461,6,0.00335624,0.407319308,0.830129387,1.914256662,243.0519125,0.492001659,312.250296,FALSE
22,0.23661375,16.06106628,190.6377563,1,0.013789,0.514665143,0.906144457,8.805309987,211.1157355,0.43978349,238.5895015,TRUE
27.8,0.016369672,20.48445425,173.836731,6,0.00229906,0.296916945,1.288215732,3.648952369,177.7237953,0.905722653,330.3027266,FALSE
25.8,0.041118757,19.53492824,142.2890167,6,0.0041285,0.314229057,1.27714625,27.79521315,334.352604,0.875829788,128.0888493,FALSE
20.5,0.472106499,13.20166038,173.9260406,1,0.154706,0.540517802,0.968377582,11.22419548,128.2836975,0.444952259,266.0102798,FALSE
21,0.375007522,24.36755481,167.5010834,2,0.164167,0.592063725,1.022048327,22.48814426,64.94457277,0.416930587,75.8722848,FALSE
20.5,0.472106499,14.24794319,77.96612549,2,0.0640277,0.247892802,0.869240053,14.07363263,303.6194514,0.6537617,179.924266,FALSE
26.5,0.029787906,15.4970038,113.0211182,7,0.0200872,0.194466804,0.992841817,12.93289525,107.3080061,0.799767043,169.3102929,FALSE
19.2,0.859092601,19.88515963,87.27709198,2,0.180276,0.636478826,1.847854685,12.09592,242.808322,0.671734305,262.1602702,FALSE
18.3,1.30028927,3.631631329,96.18301392,0,0.120423,0.275645196,1.461599741,7.559174,122.4573311,1.058716794,137.6282213,FALSE
18.8,1.032856481,10.6702067,183.7148285,0,0.236062,0.184342662,1.373675246,21.21089365,137.0475227,1.120448295,329.0904802,FALSE
24.7,0.068240151,19.64827271,183.4558868,3,0.0285671,0.203051046,1.042607694,4.222235016,146.2448747,0.830905112,192.9503264,FALSE
24.4,0.078350176,15.82831923,129.962326,6,0.00908397,0.362341282,0.804511168,14.95651571,206.1288496,0.51300356,315.9645924,FALSE
21.2,0.342010925,12.8466218,163.667923,1,0.138005,0.172750556,1.220779403,25.78403061,157.2242453,1.009889082,217.4920488,FALSE
19.3,0.820427065,20.98692105,187.0169373,1,0.0261387,0.245349287,1.249949556,34.84177629,149.9465217,0.943275324,275.7103215,TRUE
18.2,1.361570015,13.64081603,68.39099884,4,0.183099,0.58662393,2.857746915,22.63213585,342.2124259,1.181324189,204.6427293,FALSE
25,0.059434687,1.444412563,43.55718613,4,0.0448509,0.108415164,1.167829549,2.294234819,7.634139745,1.041219117,101.8278746,FALSE
19.3,0.820427065,20.98684799,187.0157471,0,0.0287566,0.245382733,1.249866956,34.84082309,149.942227,0.943171187,197.8474532,TRUE
23,0.149293183,12.19944446,133.7645874,6,0.0896811,0.311335293,1.452642086,13.21059097,270.8048443,1.000383337,178.0213353,FALSE
19.9,0.622357573,21.82359578,170.8551636,2,0.0703769,0.690417545,1.810032265,4.629447664,153.6329594,0.560354232,7.126982341,FALSE
19.5,0.748238376,15.51968958,166.250061,0,0.229332,0.554230336,1.122247254,24.46689441,191.2527124,0.500263781,256.2265858,FALSE
24.8,0.065168838,5.772196918,157.123291,5,0.0378689,0.188922652,1.292702073,0.976628312,45.26691336,1.048481369,88.08560387,FALSE
26.692,0.027267165,5.985693748,78.1098938,3,0.00138825,0.264053886,1.007138471,1.811674081,185.8691791,0.741199644,87.30597168,FALSE
21.2,0.342010925,33.01373457,166.8002319,0,0.0443814,0.742919771,2.535083409,8.947767875,344.1615922,0.651719822,149.7746537,TRUE
20.8,0.411187571,12.23303167,98.20171356,5,0.214825,0.398025538,1.777807588,22.95160411,344.0968674,1.070194767,69.46572316,FALSE
25.187,0.054530563,20.06035265,127.0911484,6,0.0240122,0.326035794,0.853061455,18.67301195,181.7072083,0.574932886,217.8217198,FALSE
19.6,0.714562102,24.43643362,169.9062195,0,0.22486,0.422455594,0.870280909,32.22691479,29.79498678,0.50262587,87.25022797,FALSE
25.4,0.049435619,8.178060535,48.24481583,6,0.00361704,0.396835645,0.952890381,1.504765649,9.750383078,0.574749512,128.5098086,FALSE
20.4,0.494356193,13.99908588,106.3992691,1,0.0511177,0.514787632,0.89385758,21.09358037,12.96137181,0.433710753,85.11513055,FALSE
19.1,0.899580388,15.47761552,81.25058746,1,0.00672532,0.71195075,2.176240135,13.3036865,355.4787924,0.626864339,280.3456586,TRUE
22.8,0.163696721,10.35388121,40.04231262,6,0.0224851,0.270634426,1.185402268,6.072461618,10.38189098,0.864591606,307.0930837,FALSE
24.5,0.074823838,7.035079264,45.45478821,6,0.025176,0.24992224,0.885545674,10.8007133,4.523783599,0.664228116,246.40938,FALSE
24.4,0.078350176,4.543054195,164.245636,8,0.0247658,0.398751214,1.455118168,2.698883026,12.47108402,0.874888031,36.03926311,FALSE
26.6,0.02844723,23.69987137,181.2811432,7,0.0242782,0.3471996,0.75986087,24.78037108,22.38391211,0.49603748,133.4904732,FALSE
18.9,0.986370281,34.71873679,147.764267,0,0.0797107,0.687215532,1.814799732,27.92413358,30.87949107,0.56764117,324.1549104,FALSE
22.3,0.206081961,12.98022659,67.39521027,3,0.0259126,0.25973232,1.166519916,5.035044226,28.85202161,0.863536992,179.6031186,FALSE
19.5,0.748238376,7.54190726,186.618454,0,0.107051,0.271942042,1.242319678,14.24516859,98.32819872,0.904480727,24.79516197,FALSE
18.2,1.361570015,18.15380738,96.62502289,0,0.00221412,0.194544376,1.069295735,24.83084157,39.13339239,0.861270264,225.8678287,TRUE
24.5,0.074823838,11.28681471,102.057251,6,0.025664,0.057337006,0.989173521,11.63229033,357.7895023,0.932457273,141.9998844,FALSE
22.1,0.225964377,23.72220568,136.2964783,1,0.095436,0.244817999,0.882109986,35.31551687,195.1507089,0.666153584,142.1815303,FALSE
25.3,0.051765448,11.64611137,116.966301,6,0.0618104,0.155414041,0.913259109,13.09120506,252.5344599,0.771325821,147.9107629,FALSE
18.3,1.30028927,11.64710673,182.3140717,1,0.013395,0.468567733,0.989526706,9.91682854,152.4478065,0.525866421,276.5319456,TRUE
22.7,0.171411509,10.35324209,81.48399353,6,0.0758499,0.377101537,0.892437505,14.56422881,231.2389009,0.55589795,182.5608781,FALSE
19.9,0.622357573,23.38412318,180.3622284,1,0.076602,0.407681907,1.479975539,6.850632237,128.1993836,0.876616288,65.68939439,FALSE
19,0.941976306,12.13803165,137.8553009,0,0.0338689,0.400704962,1.341419602,21.59647394,356.5206025,0.803906112,4.235828003,TRUE
20,0.594346868,21.5761474,95.20583344,5,0.111975,0.640099449,2.203387401,10.93665153,286.6297806,0.793000341,227.9818462,FALSE
21,0.375007522,16.50157935,73.03791809,2,0.0679351,0.275789806,0.93886505,19.74382384,58.63805154,0.67993564,75.43067961,FALSE
19.6,0.714562102,13.12160832,140.5167694,0,0.0247891,0.236580304,1.162054189,25.00778018,57.87465675,0.887135056,248.6885109,TRUE
19.4,0.783501764,7.952404402,104.9228058,1,0.0215286,0.12904386,1.061197121,15.08972042,215.4436355,0.924256148,301.4816145,TRUE
29.7,0.006824015,19.12628617,182.3579407,7,0.00110619,0.202206665,1.139867613,1.404650462,221.3622192,0.909378784,119.5014484,FALSE
23.5,0.118587791,6.772455512,68.07253265,3,0.0565851,0.114046041,1.113917072,7.056519303,192.9525065,0.986879239,142.7481821,FALSE
19.4,0.783501764,7.952404476,104.9228058,1,0.020437,0.129015347,1.061191066,15.09000476,215.4428313,0.924281133,121.7908146,TRUE
21.6,0.284472297,8.976896282,157.3890228,2,0.318512,0.069501694,1.360874576,15.62269162,233.8821451,1.266291487,357.8516052,FALSE
18.3,1.30028927,19.30014962,154.4904633,0,0.0624827,0.675886922,3.238893068,18.47384237,230.82724,1.049767602,256.9953311,FALSE
23.4,0.124176661,11.15252559,152.7590027,6,0.0941106,0.190053016,1.246672865,20.25673421,260.0125772,1.009738926,116.9081915,FALSE
20.2,0.542050786,7.775284323,147.362381,0,0.119386,0.15829944,1.221222963,15.73210383,105.7172766,1.027904052,308.6824689,FALSE
26,0.037500752,8.454837553,65.6255188,6,0.00283925,0.284718079,1.34313686,7.992793446,143.3850095,0.960721514,247.8987742,FALSE
19.1,0.899580388,4.554434942,166.7835388,0,0.316229,0.242855735,1.697239041,7.01086758,275.0626715,1.285054806,331.7666356,FALSE
17.9,1.563291544,24.07402918,171.4177399,0,0.010566,0.417926239,0.718497691,7.341854914,82.00123323,0.418218653,241.1948951,TRUE
18.8,1.032856481,16.1934694,104.6102142,0,0.143818,0.448489079,1.396490368,14.83114863,22.05535257,0.77017969,26.96545347,FALSE
20,0.594346868,11.31412764,115.442627,2,0.0331774,0.282031093,0.837202479,13.89965503,57.8037567,0.601085349,175.046953,TRUE
22.1,0.225964377,12.11192691,145.4807129,1,0.0113586,0.556733701,1.006605852,0.848196059,127.062218,0.44619445,268.3465264,TRUE
18.1,1.425738833,2.429415061,137.4340973,0,0.283318,0.524053287,2.64313746,3.372346677,178.3192711,1.257992587,18.44912512,FALSE
19.2,0.859092601,25.5086959,85.17301178,0,0.13164,0.833101194,1.100261591,23.70617095,308.8793229,0.183632346,318.3354906,FALSE
23.6,0.113250461,24.87798356,185.8761597,1,0.0316225,0.341072216,0.857260382,3.137522755,336.6215024,0.564872684,181.0468118,FALSE
19.2,0.859092601,21.15881627,179.0334015,0,0.068965,0.378963254,1.396324486,15.45109083,58.80709475,0.867168815,135.202708,FALSE
17.9,1.563291544,33.92843828,101.6154327,1,0.217108,0.502936668,1.532200384,52.23787327,124.9900566,0.761600628,143.1272065,FALSE
19.2,0.859092601,21.15876284,179.0328674,0,0.0683833,0.379017074,1.396228062,15.45231677,58.80444934,0.867033787,14.1351501,FALSE
22.2,0.215794305,19.41326482,179.1536865,7,0.16521,0.555383403,0.841084585,31.90611179,338.1601228,0.373960166,112.0207861,FALSE
17.9,1.563291544,33.9284383,101.6154327,1,0.217108,0.502936668,1.532200384,52.23787327,124.9900566,0.761600628,143.1272065,FALSE
18.1,1.425738833,24.30225996,144.8673553,0,0.106558,0.900973153,1.842706955,12.7905741,342.7271352,0.18247746,250.5920558,FALSE
19.9,0.622357573,16.13668117,112.2528763,2,0.10218,0.329793355,1.296322566,14.33285505,253.4348741,0.868803998,254.9924492,FALSE
22.5,0.187948982,7.480711704,179.2603149,5,0.00594609,0.194890187,1.117603118,15.5399779,194.4303121,0.899793237,276.6777732,FALSE
21.3,0.326617897,23.58895686,113.2307205,3,0.0463696,0.471077406,0.714212381,23.86194499,290.1493207,0.377763065,24.06198361,TRUE
18,1.492931834,11.52544958,42.08923721,0,0.0132207,0.192184672,1.034906114,21.46918686,322.7806339,0.836013022,245.1890956,TRUE
23.4,0.124176661,10.44659924,3.377550602,2,0.00254036,0.386794963,0.855231149,2.892604279,321.6436243,0.524432048,224.5501365,FALSE
27.6,0.017948989,6.631819686,109.1759644,6,0.00109712,0.233962858,1.043125769,3.845270312,196.3089474,0.799073083,239.4550495,FALSE
20,0.594346868,12.94382846,92.03894806,1,0.196219,0.512098201,1.400040683,14.5719683,23.62171847,0.683082367,42.43165484,FALSE
20.5,0.472106499,32.34999063,144.3819427,4,0.0484137,0.671147561,1.688089847,12.27143258,134.4972867,0.555132464,319.5869226,TRUE
21.3,0.326617897,11.26916468,69.57484436,5,0.0427367,0.452320725,1.702995909,12.06866945,8.788946167,0.932695564,244.801984,TRUE
18.8,1.032856481,31.39153504,163.7501831,1,0.0513984,0.487017532,0.812499632,28.86867583,166.1939032,0.416798067,82.41524826,FALSE
20.6,0.450858206,3.696657853,104.4092407,1,0.261067,0.372097379,1.984894009,6.654775794,321.3535011,1.24632015,257.1405929,FALSE
20.7,0.430566244,20.02348492,70.04774475,1,0.176403,0.517062667,1.105345835,21.90469663,304.2226334,0.53381277,141.3035121,FALSE
26.9,0.024776501,2.683853974,45.43162537,4,0.00731584,0.071499135,1.034328511,1.559152807,67.10073151,0.960374917,292.0134404,FALSE
18.7,1.081533507,40.16551123,156.6923065,0,0.197366,0.830216717,1.900342621,19.31015899,172.158123,0.32264641,15.44646863,FALSE
25.7,0.043056624,9.010488107,62.92368317,0,0.0483196,0.176631872,1.208906797,7.724689406,147.2825545,0.995375326,25.67916881,FALSE
23.5,0.118587791,6.368218127,68.82124329,4,0.0252684,0.235353736,1.046237997,1.562718009,20.45385431,0.800001975,28.28216611,FALSE
19.7,0.682401509,28.12697001,124.3245468,5,0.21133,0.743861354,2.507453367,19.65152628,101.1050353,0.642255711,157.7178835,FALSE
18.8,1.032856481,40.16550039,156.6921692,0,0.197415,0.830129002,1.900646147,19.30532651,172.157367,0.322864659,90.67396805,FALSE
20.6,0.450858206,17.03071425,13.5039711,0,0.0118739,0.531135063,1.207352901,1.398947913,108.9361731,0.566085442,109.1215214,TRUE
23.6,0.113250461,13.37163703,127.8864136,6,0.0430556,0.119689028,0.920283409,7.485572153,139.8876846,0.810135583,9.414568024,FALSE
21.5,0.297879063,16.78970428,165.278183,0,0.124977,0.416189586,1.068545204,18.99724712,42.39806431,0.623827818,343.6674809,FALSE
21.5,0.297879063,16.78970245,165.2781067,1,0.124955,0.416119575,1.068451163,18.99766142,42.39515631,0.62384772,162.1573952,FALSE
24.8,0.065168838,8.974451416,75.88020325,4,0.0248379,0.155187708,1.13594676,2.472334583,15.39358392,0.959661786,296.1673513,FALSE
19.9,0.622357573,23.40663052,50.38576126,0,0.0515574,0.632373069,1.146419187,5.658087131,291.9709705,0.421454568,119.9026872,FALSE
22.1,0.225964377,19.53134604,132.3550568,1,0.095436,0.244817999,0.882109986,35.31551687,195.1507089,0.666153584,142.1815303,FALSE
